"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HERVH_1q42.2b",4.90658137659932,2.7693637600435,0.335897120024587,77.2550748852515,1.50244951634455e-18,7.7468766842752e-17
"HUERSP3B_3q23",1.70596079774515,3.12580750587864,0.378403014453085,76.9119114763419,1.7875573643765e-18,8.97115455935084e-17
"HERVL40_Xp11.21b",19.4372414985756,2.00384397866049,0.24308602609788,76.1443885116728,2.636633789974e-18,1.28886877733275e-16
"HML3_7q36.1c",4.1723240012431,4.73725233314124,0.579049006189575,75.9664397526408,2.88526961672441e-18,1.39232754325009e-16
"MER41_4q22.1a",2.64973371852087,3.48625064045457,0.426226773414416,75.4160572209198,3.8127665934902e-18,1.81661436175913e-16
"HERVI_9q34.13",3.03099603494814,2.55065058307655,0.31002644106865,75.244835496884,4.15816575905244e-18,1.95641698963417e-16
"ERVLE_9p24.1a",2.52889795087515,3.11930903272429,0.376934172035754,74.5902183264065,5.79295225962093e-18,2.65910637868453e-16
"PRIMA41_7q21.12",2.03859276991129,4.67520318338652,0.588832529888232,74.5322690988011,5.96551554435912e-18,2.70532536252623e-16
"MER101_5q35.2e",2.22099672408063,4.92093065907345,0.629659539932815,74.094957676319,7.44482534010447e-18,3.2967438329592e-16
"MER41_4p15.2",13.4949715501519,2.35003489088244,0.287820085328579,74.0191766299423,7.73618290517044e-18,3.31927812670313e-16
"HML5_12q12b",5.81078300653506,3.68660311862092,0.444063526967742,74.0234141079785,7.71959394333732e-18,3.31927812670313e-16
"HERVL_16p12.3a",12.6087696874119,7.75090449747116,0.906368065839164,74.0130405771549,7.76026767135695e-18,3.31927812670313e-16
"MER101_5q35.3",2.26809824732811,4.64056282809893,0.588054262975713,73.7421861300226,8.90159626254913e-18,3.76467509350954e-16
"HML3_7p14.2",2.13761862744322,2.7154362521995,0.339848731308247,73.2660394062354,1.13300697469833e-17,4.58563252985432e-16
"HERVH_19p13.12",5.35712297856603,3.94088809646939,0.485225195893302,73.280484624876,1.12474515504661e-17,4.58563252985432e-16
"HERVW_14q21.2",5.16575433479575,2.12113997876393,0.260914265041576,73.139651717448,1.20793239520728e-17,4.83686971868106e-16
"HARLEQUIN_2q32.1",9.8457057303425,4.40106868564242,0.538511602529454,72.3864263493972,1.76926705483188e-17,7.01002230988127e-16
"HERVH_5q31.1a",5.64752666922199,3.14921662850415,0.393735458557042,72.3538326366851,1.79873129317878e-17,7.05252561200512e-16
"MER4B_7p14.3",5.6829405904453,3.1718230624844,0.395950406090512,71.5876879954232,2.65206342192185e-17,1.01860884899121e-15
"HERVH_17q24.2",8.06010918342201,6.60706570656774,0.796169312251613,70.6478595182921,4.27030778987847e-17,1.60734385211026e-15
"ERVLE_15q21.2",6.50690954029668,4.47382322582806,0.5537679132827,70.3662309549336,4.92559140805391e-17,1.83563624355593e-15
"MER61_3q28",2.14083618109885,4.11349046617128,0.532162266195066,69.7841695335555,6.61617454022175e-17,2.44149813425438e-15
"MER34B_15q21.1",0.764877453242799,3.21988851566655,0.432456921100667,69.6418787996435,7.11109241758406e-17,2.59865552036761e-15
"MER4B_13q14.11a",2.38008603489728,2.03948836458726,0.251498580938112,69.2948699526283,8.4789845120153e-17,3.06874016377169e-15
"HML5_11q12.1",7.56084737252561,6.89995556528767,0.859855067966016,69.1444903183545,9.15076448659816e-17,3.28033119310052e-15
"HERVK11_5q35.1",2.57323881452197,3.60112131533578,0.465065205585486,68.6870497567063,1.15396227217073e-16,4.09765470985908e-15
"MER4_17p11.2a",2.26932132885619,4.71360940348247,0.618350615730394,68.4153386206041,1.32443354294072e-16,4.61589616261931e-15
"HML2_1q22",120.475179654927,3.05692661523966,0.391183126053475,67.8765490191254,1.7405907279593e-16,6.01062706425577e-15
"PABLB_1q31.3a",31.4093347895216,4.50206651912796,0.563262813954806,67.5006629119151,2.10616263568144e-16,7.14197852315759e-15
"ERVLB4_1p36.22",2.990818686531,3.2338961108444,0.413335801948132,67.4212929446353,2.19268016002446e-16,7.30375940029386e-15
"HUERSP3B_Xq13.2a",3.01892141234938,3.92421810467732,0.511499480931485,67.3552084779699,2.26742220996321e-16,7.48647122658027e-15
"HERVW_7q21.2",4.0661732960153,3.06462358302948,0.394716092773096,67.1519276471674,2.51369401105573e-16,8.22742978922935e-15
"HERVK11_4p16.3",7.97774601257431,2.27927355130512,0.292822219143377,66.6800018759246,3.19358548364848e-16,1.03626342762525e-14
"MER41_5p12",7.39158697277035,2.26309797045453,0.292666888267971,66.2192053504763,4.03462164053992e-16,1.27616099621784e-14
"HERVH_18q12.3a",3.30124039301776,3.69266352842225,0.477713976962587,66.0704849181986,4.35082408761519e-16,1.35342990626311e-14
"HML3_19q13.41a",3.63209156537769,2.56585633720085,0.332264681705689,66.0768562557112,4.33678265621444e-16,1.35342990626311e-14
"HERVH_8q23.1",2.43044063108093,3.15241923534441,0.412167961942617,65.1265123036671,7.02406754917735e-16,2.09830081389711e-14
"MER4_16q23.1d",5.3115921670928,6.12863559598684,0.802534167264841,64.3787221892075,1.02660860428934e-15,2.99546882677914e-14
"HERVFH19_2p22.2",3.74970176252069,2.53989875719521,0.336527123052195,64.0832529567772,1.19271094382774e-15,3.42699541417374e-14
"MER4_4q13.2c",4.33616319782284,6.21078474328132,0.839598651229073,64.0848977992772,1.19171558613153e-15,3.42699541417374e-14
"HERVH_15q21.3b",8.09183415271158,7.11148077217679,0.930759523598113,62.9608810140333,2.10852999657312e-15,5.87889400526016e-14
"LTR19_4q35.1",5.62765595737045,3.23659181333339,0.43252084856537,62.7848714610532,2.30563050216611e-15,6.33459358405346e-14
"HERVL_18q22.2a",22.092095407484,2.06175583531346,0.274511156297206,62.5761347277232,2.56340973987781e-15,6.9917929426812e-14
"HERVL40_5p12",2.82966957151699,2.31478647881874,0.30679261505468,62.4198152707805,2.77516853430591e-15,7.51491680800535e-14
"HERVW_14q32.11",1.73264352752418,2.48686699514189,0.335810230246004,61.5601648353405,4.29419042829019e-15,1.13030299105484e-13
"LTR25_2p13.3",4.61389189679716,2.28086367957028,0.305055448695728,61.0717995581841,5.50307845486276e-15,1.43844356278496e-13
"HERVH_12q21.2a",1.36762838741394,3.49292127014012,0.472944326758497,60.0319793123171,9.33285994932171e-15,2.40608800337308e-13
"HERVIP10F_2q23.3",3.44427766695151,3.81584049266155,0.529206524421224,59.0945404440922,1.50275610425707e-14,3.82187430839432e-13
"HERVH_7q11.23a",3.25843704878385,2.57084395243207,0.354317646708462,58.9846545058085,1.58906415652838e-14,3.98749165678189e-13
"HARLEQUIN_17q25.3b",1.33981138361114,3.67859339404263,0.527886073100547,58.8380694047664,1.71196680479731e-14,4.26744573063382e-13
"HERV9_10q23.33",16.1245229420897,8.06934129326567,1.04742279714876,58.3768889726143,2.16418435064633e-14,5.32417640250509e-13
"ERVLE_2q24.3b",9.91681287685329,3.25688357567976,0.450866250774371,58.0680213095853,2.53209168634226e-14,6.18882669311187e-13
"MER41_9q22.32",1.45505607947157,3.48878792081966,0.499120149998633,58.025236085854,2.58776648796451e-14,6.2840987488377e-13
"HERV9_1q25.1",1.82737392894018,4.09485960098225,0.598459560904626,57.556833022932,3.283532419631e-14,7.83892014498596e-13
"MER41_5q35.1",1.76983280888806,3.8594373172904,0.55366568427627,57.5526554528344,3.29051376968061e-14,7.83892014498596e-13
"ERVL_1p36.22a",1.09371950272689,3.06284467090182,0.432851642836566,57.4633598848014,3.44334354337252e-14,8.15141201085167e-13
"HML6_Xq13.2",3.38622907787551,3.92446399463983,0.54757315631146,57.0241984879117,4.30482267653578e-14,1.01270953465504e-12
"HML1_15q24.2",2.47303322495072,3.14841807305947,0.439864049899786,56.9702624251522,4.42452007968425e-14,1.03440332794606e-12
"HML5_2q14.3",2.26379936042567,3.49888076043692,0.486118998595101,56.4150821739764,5.86785511654568e-14,1.36337078139987e-12
"HML2_7q34",3.34445284300967,2.66606176525927,0.373752790110819,56.3571520299225,6.04330559529578e-14,1.39552161108548e-12
"HARLEQUIN_5p12a",1.03431800103533,3.14935176439847,0.45918576617044,56.1911051132685,6.57583551152833e-14,1.50923444301175e-12
"HERVH48_1q44b",4.20310248366765,2.03639553107108,0.286281700556765,56.0126815641026,7.20050660501341e-14,1.63269318441388e-12
"HERVH_10p11.21",4.21247970051977,2.75953914896109,0.39095212580339,55.9852867901731,7.30154031986074e-14,1.64568848885963e-12
"HARLEQUIN_1p36.33",125.950457302854,-3.17763937437874,0.356526261033042,55.6919250305759,8.47657490352933e-14,1.8879188128334e-12
"HERVL40_22q13.2",1.3559449364945,2.23544714021116,0.321513698116707,55.5701383049618,9.0183212593403e-14,1.99676242471511e-12
"HARLEQUIN_10q24.2",2.14792316188544,2.38377469066305,0.335309457940257,55.4291463327544,9.68891332350332e-14,2.1326941374074e-12
"HERVH_5q35.3",1.51509638284866,4.07047083132259,0.582780542767396,55.1675531837926,1.10680817137224e-13,2.40810748962145e-12
"HUERSP3B_18q12.1",3.15106014808488,3.4445707983514,0.486876852400593,55.1221364959449,1.13268028049337e-13,2.43623347187259e-12
"HERVK11_8p23.1c",18.7086458672857,2.70329948126508,0.384969493033399,55.0889004410753,1.15199622164378e-13,2.46370101037907e-12
"HERVIP10FH_14q12",2.55032624461384,3.00454392292473,0.430173882446399,54.8834989246463,1.27890255118859e-13,2.7196549167649e-12
"HUERSP3_2p25.2",2.24970005132695,2.7291778400164,0.386338509803494,54.8586730736319,1.29515955069529e-13,2.73875311731296e-12
"HERVL_10p15.1",21.8623557588911,11.0835692074366,1.02545416122487,54.6605865952513,1.43250562990506e-13,3.01226323517467e-12
"HERV9_6p21.2",6.38696792124055,2.80053219043925,0.400884123792907,54.6409678155576,1.44687772908636e-13,3.0255820957117e-12
"HERVH_2p16.1c",2.46130659382164,2.54170682927898,0.365804985787817,54.5731212492119,1.49770141448122e-13,3.09744402423479e-12
"MER61_4q31.21b",10.7980847168639,2.60122413641989,0.37339211399262,54.4780207169407,1.57196194679356e-13,3.23325943591855e-12
"HERVL18_5q34",13.0286107777937,-6.40259965858529,0.674582388028011,54.4092107690474,1.62798013996401e-13,3.33028111240463e-12
"HERVH_1p34.3c",2.21964426846342,2.76395429923226,0.403287010876527,54.3717330423059,1.65932653328267e-13,3.3760567952843e-12
"HERVL_2q32.1e",2.90220476032604,2.91212613793734,0.41609644131006,53.8865383334813,2.12408036142793e-13,4.2984077851692e-12
"MER4_17p11.2b",6.90388873680099,2.1922532077383,0.312068561990016,53.8067188593129,2.21214929915818e-13,4.45268981926813e-12
"PABLB_5q12.2",104.82691418588,-4.49618607843309,0.477333451493206,53.7959398925846,2.22431903092364e-13,4.4533706555301e-12
"HERVH48_1p22.3",1.35061085966122,2.50945885718549,0.359484824984268,53.7102065300708,2.32353035731327e-13,4.5550876379829e-12
"HUERSP3_2p13.3",2.94487670635299,2.65561963636827,0.38314545593325,53.7238963589799,2.30739630835885e-13,4.5550876379829e-12
