"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HML2_10q24.2",99.551444387265,3.23373948738215,1.50813704185487,2.1441947234483,0.0320172877000441,0.999881585512955
"HML5_11q12.1",63.3888055468625,2.48500789093393,3.69374578482513,0.672760941249123,0.501099390271592,0.999881585512955
"L1FLnI_4q13.2v",881.54219749614,4.47895029257778,3.66559295639318,1.22188970402892,0.221749339511259,0.999881585512955
"HERVH_9p21.3b",78.0731473041718,3.0638399861706,3.68738848791498,0.830896987451149,0.406031825656733,0.999881585512955
"HERVH_16p13.2b",38.5542801486464,3.59662142311167,2.26372751875779,1.58880492166535,0.112104441783101,0.999881585512955
"L1FLnI_7q22.1l",52.034478451575,2.56706810153125,3.68139413866534,0.697308683840606,0.485609634720964,0.999881585512955
"L1FLnI_11q12.3j",76.1926473051982,3.60066055471619,3.67495552249366,0.979783437561971,0.327193029329049,0.999881585512955
"MER4_6p12.1",276.832579439471,3.97181780678964,3.70014452475068,1.07342234343056,0.283081664008781,0.999881585512955
"MER41_7q11.21i",69.905523535025,-4.98659620702607,1.64142127064235,-3.03797464807716,0.00238173991005451,0.999881585512955
"HML5_12q15",99.4060652313954,2.52598648686459,3.65232758657955,0.691610056049272,0.489182244810115,0.999881585512955
"MER4_3q29d",33.2010401679325,2.28501829509921,3.72992140359562,0.612618349785191,0.540128722178283,0.999881585512955
"L1FLnI_14q32.33e",81.0783748873741,4.49135449411533,1.70035246475416,2.64142557923407,0.00825579425636262,0.999881585512955
"MER4_1p12b",27.1597189228877,2.22961565322291,3.72269927221505,0.598924460502086,0.549223259137392,0.999881585512955
"MER41_Xp11.4a",37.3763249812596,2.83646790402929,3.71193419541503,0.764148218880842,0.44477892016584,0.999881585512955
"L1FLnI_4q12e",121.049828694584,3.52829226771835,1.19782102803114,2.94559219211389,0.00322337072444106,0.999881585512955
"L1FLnI_18q21.1m",17.8359981400503,2.51886228891047,2.34521121994825,1.07404495914276,0.282802531623921,0.999881585512955
"L1FLnI_4q25m",41.8374091205934,2.74992417529327,3.69707172099247,0.743811422342399,0.456990568879277,0.999881585512955
"HERVH48_2q22.2",81.238472922088,-3.68043611462901,2.10195918969708,-1.75095507689634,0.0799536484527332,0.999881585512955
"ERVLE_15q21.2",52.6245920485569,2.28226570283553,3.68065555524211,0.620070438154707,0.535211413729097,0.999881585512955
"L1FLnI_8q22.3u",23.8489378347527,3.09409682673612,3.57328138396255,0.865897894473945,0.386546157869338,0.999881585512955
"L1FLnI_10p15.1a",44.3787272152249,3.17267775279889,3.70852699704437,0.85550887328782,0.392269494243765,0.999881585512955
"L1FLnI_8q22.3f",54.9775063512234,2.39834538031101,1.54231432092636,1.55503022164152,0.119938871847436,0.999881585512955
"L1FLnI_9p21.3q",44.1796717098849,2.46486684536824,3.6540323955369,0.674560753314304,0.499954874825471,0.999881585512955
"L1FLnI_10q23.32f",49.3033039086187,2.77575356973665,1.94459296213464,1.42742138009675,0.15345847181911,0.999881585512955
"HERVH_19q13.42c",25.8233659160342,-3.01317755657945,1.38531300192241,-2.17508790605304,0.0296235295748886,0.999881585512955
"HUERSP3_11p15.1",438.05665899057,2.56475635595898,1.30255733605713,1.96901609239142,0.0489512431651112,0.999881585512955
"ERVLE_6q23.2d",65.8641111956977,5.3839096537255,2.3494401352299,2.29157132926847,0.0219303914832691,0.999881585512955
"HERV4_17p13.1",18.456928512661,3.34422317747703,2.3440066810446,1.42671230612137,0.153662837029535,0.999881585512955
"L1FLnI_12p12.2i",35.0406112624958,3.48663506929993,3.70433482371057,0.941231080674135,0.346586452363329,0.999881585512955
"L1FLnI_4q13.3na",22.7033933034652,2.42290051697574,3.72406180540828,0.650606956484201,0.515300238627947,0.999881585512955
"L1FLnI_2p23.1j",39.2137519891835,3.5508716288211,3.70563910435789,0.958234606452966,0.337944470396167,0.999881585512955
"L1FLnI_5q14.1p",56.5323313458917,3.94363222316675,3.70581028307122,1.06417542235822,0.287249238740324,0.999881585512955
"L1FLnI_4q13.2x",81.7013964015686,3.70414137823505,3.70357335098902,1.00015337275442,0.317236290121824,0.999881585512955
"L1FLnI_3q26.32p",41.0216101720733,2.64840332582549,3.69715376806039,0.71633572525573,0.473784072429733,0.999881585512955
"HERVL40_20q11.22",62.1498333485929,2.01835155678187,0.884924111246715,2.28081880822338,0.0225591709490209,0.999881585512955
"ERV316A3_19q13.2",81.2530649040451,2.89032322966906,1.00368068304563,2.87972387881222,0.00398023593650698,0.999881585512955
"HERVE_2p16.3",54.1696789783657,3.23357766043791,3.71557901962367,0.870275573029106,0.384149824669628,0.999881585512955
"L1FLnI_1p31.1cb",30.2472371249274,2.41819579506681,3.69836179906869,0.653855930394844,0.513204628600758,0.999881585512955
"L1FLnI_6q21i",12.0811220184993,2.16538602524148,3.70624798423558,0.584252870949782,0.559050195099541,0.999881585512955
"ERV316A3_6p22.1i",92.32451864505,-2.30390679755051,1.42893048144296,-1.61232952020449,0.106890252776126,0.999881585512955
"L1FLnI_6q25.3n",16.4251387524692,2.67050260331561,3.59825834652867,0.742165332817725,0.457987169891136,0.999881585512955
"HML6_19p13.2a",23.0553479822776,3.09604791011503,3.71110601899571,0.834265551635433,0.404131359289297,0.999881585512955
"HML2_11q12.3b",49.82128677737,-2.08085272393937,1.36745506267689,-1.52169733451127,0.128084935809547,0.999881585512955
"L1FLnI_1p32.1h",60.4966051783896,2.07047670363486,1.42078181656655,1.45727984374009,0.145039148391174,0.999881585512955
"HML3_1q32.1b",497.608152780642,3.65358446444906,3.61903000751766,1.00954798851063,0.312711899172758,0.999881585512955
"LTR57_9q22.32",23.286498853187,-3.16863113733135,1.40460857729665,-2.25588195070671,0.0240780251853413,0.999881585512955
"MER4_4q13.2c",51.6099354734407,3.46079963660593,3.71061599827757,0.932675231878587,0.350987676807963,0.999881585512955
"L1FLnI_16q21ia",40.5631074561934,-2.25117549038636,1.25214485544069,-1.79785548022243,0.0721999127193797,0.999881585512955
"L1FLnI_7p21.2d",19.5082337085448,3.09930927509008,3.56944714428341,0.86828832304009,0.385236512978337,0.999881585512955
"HUERSP3B_18q12.1",18.2994739811467,2.66360496246029,3.48997839607694,0.763215315445629,0.445334996406171,0.999881585512955
"HERVW_9p13.3",135.002753735087,-3.17996931738479,0.952224591623948,-3.33951606097632,0.000839244978786335,0.999881585512955
"HUERSP2_14q31.3",48.6880543200497,2.6549034333554,3.69474468236373,0.718562082524446,0.472410783117008,0.999881585512955
"L1FLnI_5p13.3s",61.4718816938911,3.85669660899376,1.87619274747856,2.05559722697832,0.0398213553179099,0.999881585512955
"L1FLnI_2p11.2p",13.7254432962346,2.36260403422591,1.95919264967106,1.20590695081598,0.227853370248359,0.999881585512955
"HML2_22q11.21",97.3517968844838,2.10107939021449,1.18866333154462,1.7675983892632,0.0771280674968778,0.999881585512955
"L1FLnI_10q22.2c",20.0154038807086,-2.54723659866151,1.04340648224539,-2.44126967007135,0.0146357211924592,0.999881585512955
"HERVP71A_6p22.1",145.620648431378,-2.17904269833992,1.05846409609082,-2.05868362128454,0.0395245562516826,0.999881585512955
"L1FLnI_Xq22.3o",18.5703174604793,2.37954261385036,3.73190263468779,0.637621837111361,0.523719877152126,0.999881585512955
"PRIMA41_7q21.12",36.3988920666826,2.45002170919709,1.9206867130205,1.27559673974323,0.20209810719627,0.999881585512955
"L1FLnI_10p15.1b",24.581959600073,2.68656765163411,3.70484172195937,0.725150452638843,0.468359735427353,0.999881585512955
"HERVL_1p22.1b",30.7350143327121,2.98724215554607,1.29344720315567,2.3095199775128,0.0209147444119271,0.999881585512955
"HUERSP3_Xp11.21",13.3359108908041,-2.14825379127273,1.08315335290799,-1.98333300220622,0.0473302453707592,0.999881585512955
"PRIMA41_20p11.22",17.8631945812955,2.1383542405337,3.7457885614855,0.570868911961671,0.56808850574191,0.999881585512955
"L1FLnI_2p23.1i",30.4274224554507,3.35394554471267,2.04469898769028,1.64031261564879,0.100940183878233,0.999881585512955
"L1FLnI_4q31.1e",10.4072310418653,-2.06982633986501,1.30982681207442,-1.58022902019157,0.114054428141413,0.999881585512955
"L1FLnI_3q13.12d",43.2596923756599,-2.24787309564206,1.49328489925331,-1.50532098514227,0.132241572518349,0.999881585512955
"L1FLnI_4p15.2v",28.8347587779661,2.9088256582067,1.55208747325464,1.87413770701149,0.060911447312923,0.999881585512955
"L1FLnI_16q23.3a",30.7703082258508,-2.13919179048282,0.85144666239419,-2.51242019607852,0.011990622149215,0.999881585512955
"HERVK11_4q13.2",30.5747917359036,2.22111943758233,3.67883418713636,0.603756332739549,0.546005655374871,0.999881585512955
"HUERSP2_5p13.2",13.1933473798542,3.37936864647757,3.00121835490286,1.12599892672153,0.260165973618463,0.999881585512955
"MER4B_17p12c",42.7728943871708,3.7457751662181,3.70680474172591,1.01051321210786,0.312249472720189,0.999881585512955
"HERVK11D_11q14.3",29.8092094350732,3.08752850634428,1.75410096574144,1.76017718856863,0.0783777684548607,0.999881585512955
"HML6_19q13.41e",44.8021336244671,-2.95714824686141,1.17519006114336,-2.51631488781003,0.0118589177839751,0.999881585512955
"HUERSP1_12p12.1",89.6751454093682,2.80046280743925,1.86365644922388,1.50267116485203,0.132923861995744,0.999881585512955
"LTR25_10p15.1a",27.4306244392685,2.68920664823355,3.73086182482094,0.720800387283871,0.471032337110658,0.999881585512955
"L1FLnI_6q22.1ja",26.7400225324685,2.0074582527475,1.20804824576684,1.6617368220035,0.096565554672779,0.999881585512955
"ERV316A3_2q33.1h",21.1002117389187,2.42748993909376,3.73374001864824,0.650149696274945,0.515595530797995,0.999881585512955
"HERVE_8p23.1n",101.938179944908,4.05565892881944,1.33705062400527,3.03328748815083,0.00241905024240856,0.999881585512955
"L1FLnI_1p21.1g",213.723471096553,-3.23229763858073,1.84459227643403,-1.7523100795095,0.0797205037918867,0.999881585512955
"ERV316A3_2p22.3c",19.9549088222999,3.51959319882689,2.15189173150791,1.63558098546184,0.101927312579151,0.999881585512955
"HERVH_12p13.32",81.3399598514782,4.58625254980925,3.70986556950813,1.23623146550222,0.216372537764108,0.999881585512955
"L1FLnI_9q13g",8.0190802775892,-5.10522501400783,2.90293191086966,-1.75864442252054,0.0786379227552098,0.999881585512955
"HERVH_10q25.1b",85.0020531491421,2.85469476436452,3.69244716517334,0.773117295025805,0.439452966460632,0.999881585512955
"L1FLnI_3q28d",20.9229139135544,2.70373074372335,1.63346996238751,1.65520689451279,0.0978825371852038,0.999881585512955
"L1FLnI_Xp11.21fc",16.2521901562452,2.04437124780229,1.69143856851204,1.20865828996717,0.226794152263058,0.999881585512955
"L1FLnI_12p13.31f",82.4242531981474,4.09111703948692,2.07434510099108,1.97224513777012,0.0485816291666671,0.999881585512955
"L1FLnI_11p13k",16.4371088556683,2.07738656047178,1.72637979029366,1.20331955468409,0.228852684727791,0.999881585512955
"L1FLnI_7p21.3ha",31.0339986090295,3.25830510215347,3.37515442254369,0.965379563195761,0.334354733862209,0.999881585512955
"HERVE_13q14.13c",296.010158598405,-2.25574268355014,3.61565984495883,-0.623881332945419,0.532705520398424,0.999881585512955
"HERV4_5q33.1",16.3892833343457,2.14417986274358,2.11648494657474,1.01308533576564,0.311019402014295,0.999881585512955
"ERV316A3_1q23.2",9.83649999854276,3.00202047153222,2.97912645900374,1.00768480722236,0.313605800866225,0.999881585512955
"L1FLnI_2q22.3a",23.5459201047826,2.77610427020846,1.461969686246,1.89887950230819,0.0575803209754492,0.999881585512955
"HERVH_14q22.1a",116.237184187362,3.45064702841389,1.49075087658552,2.31470400763232,0.0206291363012874,0.999881585512955
"HARLEQUIN_1p36.33",89.6256300291423,3.15063537683945,0.999607268668836,3.15187321620331,0.00162226695619495,0.999881585512955
"L1FLnI_9p24.1ea",11.3259350583551,2.96673297372851,3.47613354442123,0.853457709784987,0.393405530172033,0.999881585512955
"HERVH_3q13.12a",20.1260234625911,-3.11552648511568,1.47943718964802,-2.10588628359202,0.0352142314161241,0.999881585512955
"PRIMA41_10p15.3",8.21849207291524,-2.91679768732094,1.31255225131009,-2.22223357920389,0.026267524258251,0.999881585512955
"LTR19_10p15.1",9.45059466300409,3.16191707015142,2.97522201786085,1.06274995653091,0.287895359323846,0.999881585512955
"L1FLnI_1q25.1m",33.9014405963171,2.87706139648629,1.3221771145085,2.1760030217705,0.0295550346078078,0.999881585512955
"L1FLnI_11q24.3b",28.3179411235795,3.83925220224742,3.71444532102231,1.03360040879287,0.301323008207758,0.999881585512955
"HERV4_4q12",55.5716513919131,2.83917976991186,1.39033575931954,2.04208210202506,0.0411433879487791,0.999881585512955
"L1FLnI_14q21.1c",19.9608372519501,2.4699793211346,3.7068426634937,0.666329689538711,0.505200392617423,0.999881585512955
"HERVH_1q31.1a",58.1469266209308,-3.62337566996099,1.17710653975003,-3.07820536850509,0.00208251344504694,0.999881585512955
"HERVH_10q23.32",102.807486278152,-2.91540986775527,1.31288907937764,-2.2206063814144,0.0263776332141579,0.999881585512955
"HERV3_4q13.2b",17.6908334881617,3.66987483507569,2.42111879687569,1.51577644178858,0.129575890912688,0.999881585512955
"MER4_17p11.2a",21.1509268440203,3.75690157931517,2.53310059901645,1.48312371832919,0.138041543417657,0.999881585512955
"MER41_9q22.32",21.2078712630273,3.36085000715398,1.87842007696594,1.7891897815437,0.0735842567754705,0.999881585512955
"L1FLnI_15q11.1e",53.0591686684927,3.49739584654637,1.18447024451288,2.95270891164066,0.00314998843925732,0.999881585512955
"HERVH_6p24.1",4.14119615258897,-3.13383825501322,2.43616135822276,-1.28638369721923,0.198309185188148,0.999881585512955
"L1FLnI_1p36.33b",7.66236228359967,-2.15591738486397,1.47802122362846,-1.45865116846653,0.144661142593867,0.999881585512955
"HML5_Xq27.3",11.2249999613688,3.59586071928901,2.93491934447057,1.22519916128655,0.220500190422794,0.999881585512955
"HML3_1q25.2",35.4951179383153,3.00089528693523,1.5798164595652,1.89952147210895,0.0574959461812494,0.999881585512955
"HERV9_1p31.3",11.3781215317781,2.14522094977086,3.04551566038161,0.704386773536424,0.481191940589967,0.999881585512955
"L1FLnI_8q12.3d",44.3064556244702,-5.09415119106433,1.88062396925609,-2.70875585674865,0.00675360166094372,0.999881585512955
"HERVH_18q12.3c",26.8120708133806,2.78585576080208,1.96757730387952,1.4158812237309,0.156810283205543,0.999881585512955
"L1FLnI_1p31.3k",41.8292623450845,2.46057027082928,1.60829122258747,1.52992830917191,0.126034475214926,0.999881585512955
"L1FLI_22q12.1",33.390004551265,2.97584007834728,1.54248406405344,1.92925174897897,0.0536996166514365,0.999881585512955
"L1FLnI_1q23.2g",55.0290961702394,4.06275035893007,3.71186389205182,1.09453107039555,0.273722128156493,0.999881585512955
"HML3_8q24.13",13.510267617919,2.34392189779283,1.33414518481361,1.75687168418652,0.0789396830406494,0.999881585512955
"MER4_6q22.1b",18.9081375836128,2.50854329577074,1.40538458196005,1.78495148443435,0.0742691866143032,0.999881585512955
"MER101_2q36.1",20.9519839909858,2.08641210943282,3.69492428551058,0.564669787041254,0.572298388022366,0.999881585512955
"L1FLnI_17p13.1a",17.7815168911544,3.68722875292063,1.65304422210747,2.23056873107713,0.0257097099835762,0.999881585512955
"L1FLnI_2q31.3a",12.1784689799351,2.53348327264479,2.32685601590456,1.08880104971167,0.276241628629286,0.999881585512955
"L1FLnI_1q23.2d",8.92325877629101,3.34319927905176,2.93935081850331,1.13739375987589,0.255373714751494,0.999881585512955
"L1FLnI_1p12x",5.89486886964643,-2.16331199312378,1.38105899093889,-1.56641534309341,0.117251413304044,0.999881585512955
"HERVH_2q31.1a",9.30008604824624,2.08324396067644,1.65798324644025,1.25649276924193,0.208937365889758,0.999881585512955
"L1FLnI_12q23.2d",19.3395643176609,2.17407314086574,2.05921264094518,1.05577884363989,0.291069266068246,0.999881585512955
"HERVH_12p12.2b",19.5467639448207,2.98459271669714,1.83898939798103,1.62295264995754,0.104599527262646,0.999881585512955
"L1FLnI_14q11.2c",94.7601372208664,-2.81725343136691,1.23416919411953,-2.28271248771265,0.022447309720173,0.999881585512955
